id,name,calories,proteins,fat,carbohydrate,is_energizing,is_relaxing,is_focusing,primary_mood,calorie_category,protein_category,fat_category,carb_category,nutrient_balance,vitamin_a,vitamin_c,vitamin_b,iron,calcium,has_recipe,calorie_category_num,protein_category_num,fat_category_num,carb_category_num,nutrient_balance_num,mood_energizing,mood_focusing,mood_relaxing,mood_uncategorized
346,Enting-enting gepuk hello kity,0.5723404255319149,0.163855421686747,0.303,0.0812982998454405,1,0,0,energizing,high,low,high,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,1.0,1.0,0.5,True,False,False,False
347,Enting-enting gepuk kacang tanah,0.5574468085106383,0.1602409638554217,0.292,0.080370942812983,1,0,0,energizing,high,low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,1.0,0.5,True,False,False,False
348,Enting-enting wijen,0.601063829787234,0.21927710843373494,0.384,0.05687789799072642,0,0,0,uncategorized,high,medium,high,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,1.0,0.6666666666666667,0.5,False,False,False,True
349,Erbis,0.07446808510638298,0.007228915662650603,0.0,0.029211746522411125,0,1,0,relaxing,very_low,very_low,,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.3333333333333333,0.25,False,False,True,False
350,Es krim,0.22340425531914895,0.04819277108433735,0.125,0.03183925811437403,0,0,0,uncategorized,medium,very_low,low,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.5,False,False,False,True
351,Es Krim (Coconut milk) ,0.16670212765957446,0.03614457831325302,0.017,0.050540958268933546,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
352,Es Mambo ,0.16170212765957448,0.0,0.0,0.058114374034003095,0,0,0,uncategorized,low,,,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,,,0.6666666666666667,0.25,False,False,False,True
353,Es Sirup ,0.0476595744680851,0.0,0.0,0.017465224111282845,0,1,0,relaxing,very_low,,,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.25,False,False,True,False
354,Fillet o-fish,0.2872340425531915,0.14819277108433737,0.159,0.02982998454404946,0,0,0,uncategorized,medium,low,medium,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.5,False,False,False,True
355,Gadeng/Gadung kering,0.3425531914893617,0.02891566265060241,0.006,0.11839258114374032,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
356,Gado-gado,0.14574468085106385,0.07349397590361446,0.032,0.03245749613601236,0,0,0,uncategorized,low,low,very_low,low,balanced,1.0,1.0,0.0,0.33832976445396146,0.5833333333333333,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,False,False,False,True
357,Gadung kukus,0.09361702127659574,0.00963855421686747,0.003,0.03230293663060278,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
358,Gadung mentah,0.1074468085106383,0.025301204819277112,0.002,0.03585780525502318,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
359,Gadung ubi kukus,0.09361702127659574,0.007228915662650603,0.003,0.03230293663060278,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
360,Gadung ubi segar,0.10638297872340426,0.010843373493975905,0.003,0.03632148377125193,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
361,Gambas (Oyong),0.019148936170212766,0.00963855421686747,0.002,0.00633693972179289,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
362,Gambas lodeh,0.013829787234042554,0.0036144578313253013,0.006,0.002472952086553323,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,False,False,True,False
363,Gandaria,0.0723404255319149,0.008433734939759036,0.001,0.027820710973724884,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
364,Ganyong kukus,0.10638297872340426,0.00963855421686747,0.002,0.03678516228748068,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
365,Ganyong mentah,0.10106382978723405,0.012048192771084338,0.001,0.03493044822256569,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
366,Ganyong rebus,0.10638297872340426,0.00963855421686747,0.002,0.03678516228748068,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
367,Ganyong segar,0.08191489361702128,0.007228915662650603,0.002,0.02843894899536321,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
368,Gaplek,0.3595744680851064,0.01807228915662651,0.006999999999999999,0.1256568778979907,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
369,Gatep segar,0.20319148936170214,0.05421686746987952,0.015,0.061360123647604334,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
370,Gatot,0.36914893617021277,0.01566265060240964,0.006999999999999999,0.12952086553323028,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
371,Geblek,0.2074468085106383,0.004819277108433735,0.017,0.06862442040185471,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
372,Gelatine,0.41382978723404257,0.0,0.0,0.14064914992272023,0,0,0,uncategorized,medium,,,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,,,1.0,0.25,False,False,False,True
373,Gembili,0.10106382978723405,0.01807228915662651,0.001,0.03462132921174652,0,1,0,relaxing,very_low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
374,Gembili ubi segar,0.13936170212765958,0.013253012048192772,0.002,0.04837712519319938,0,1,0,relaxing,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,True,False
375,Gemblong,0.2914893617021277,0.020481927710843374,0.054000000000000006,0.08578052550231839,0,0,0,uncategorized,medium,very_low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.3333333333333333,1.0,0.25,False,False,False,True
376,Gendar goreng,0.4329787234042553,0.07710843373493977,0.282,0.04945904173106646,1,0,0,energizing,high,low,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.5,True,False,False,False
377,Genjer segar,0.03723404255319149,0.020481927710843374,0.002,0.011901081916537867,0,1,0,relaxing,very_low,very_low,very_low,very_low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.25,False,False,True,False
378,Geplak,0.3723404255319149,0.016867469879518072,0.14400000000000002,0.08284389489953632,0,0,0,uncategorized,medium,very_low,low,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.3333333333333333,1.0,0.5,False,False,False,True
379,Geplak jahe,0.49148936170212765,0.03734939759036145,0.244,0.08918083462132921,0,0,0,uncategorized,high,very_low,medium,high,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.6666666666666667,1.0,0.5,False,False,False,True
380,Gete kuah asam masakan,0.0797872340425532,0.09879518072289156,0.02,0.00927357032457496,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
381,Getuk goreng,0.3829787234042553,0.01566265060240964,0.064,0.11483771251931993,0,0,0,uncategorized,medium,very_low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.3333333333333333,1.0,0.25,False,False,False,True
382,Getuk Lindri ,0.1823404255319149,0.04819277108433735,0.04,0.04945904173106646,0,0,0,uncategorized,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
383,Getuk pisang,0.15319148936170213,0.013253012048192772,0.004,0.0527047913446677,0,1,0,relaxing,low,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.6666666666666667,0.25,False,False,True,False
384,Getuk singkong,0.2170212765957447,0.006024096385542169,0.013999999999999999,0.07326120556414219,0,0,0,uncategorized,medium,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
385,Ginjal Babi,0.12127659574468086,0.1963855421686747,0.046,0.0012364760432766616,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
386,Ginjal Domba,0.11170212765957448,0.20000000000000004,0.033,0.0015455950540958269,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
387,Ginjal Sapi,0.15,0.18072289156626506,0.081,0.0013910355486862441,0,0,0,uncategorized,low,low,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.75,False,False,False,True
388,Gudeg ,0.05638297872340425,0.01927710843373494,0.016,0.013601236476043277,0,1,0,relaxing,very_low,very_low,very_low,very_low,balanced,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,False,False,True,False
389,Gudeg sayur,0.1702127659574468,0.03975903614457831,0.092,0.02472952086553323,0,0,0,uncategorized,low,very_low,low,low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,False,False,False,True
390,Gula Aren,0.39148936170212767,0.0,0.0,0.14683153013910355,0,0,0,uncategorized,medium,,,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,,,1.0,0.25,False,False,False,True
391,Gula Kelapa,0.4106382978723404,0.03614457831325302,0.1,0.11746522411128284,0,0,0,uncategorized,medium,very_low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.3333333333333333,1.0,0.25,False,False,False,True
392,Gula Merah Tebu belum dimurnikan,0.37872340425531914,0.004819277108433735,0.005,0.1400309119010819,0,0,0,uncategorized,medium,very_low,very_low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,1.0,0.25,False,False,False,True
393,Gula putih,0.41914893617021276,0.0,0.0,0.14528593508500773,0,0,0,uncategorized,medium,,,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,,,1.0,0.25,False,False,False,True
394,Gulai asam keueung masakan,0.055319148936170216,0.12048192771084337,0.005,0.0027820710973724882,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
395,Gulai ikan masakan,0.1127659574468085,0.19879518072289157,0.033,0.0038639876352395673,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
396,Gulai ikan paya masakan,0.1574468085106383,0.12048192771084337,0.098,0.0077279752704791345,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
397,Gulai kambing,0.13404255319148936,0.050602409638554224,0.094,0.009582689335394128,0,1,0,relaxing,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
398,Gulai keumamah masakan,0.11702127659574468,0.07108433734939759,0.08199999999999999,0.004945904173106646,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
399,Gulai pakis,0.15212765957446808,0.04819277108433735,0.114,0.00927357032457496,0,1,0,relaxing,low,very_low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,False,False,True,False
400,Gulai pliek,0.18723404255319148,0.08795180722891567,0.149,0.004945904173106646,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
401,Gulai tiram masakan,0.14042553191489363,0.10843373493975904,0.07200000000000001,0.01205564142194745,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
402,Gurame asem manis masakan,0.2042553191489362,0.1530120481927711,0.10099999999999999,0.019629057187017,0,0,0,uncategorized,low,low,low,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,False,False,False,True
403,Gurandil,0.23191489361702128,0.006024096385542169,0.025,0.0749613601236476,0,0,0,uncategorized,medium,very_low,very_low,medium,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.0,0.0,0.6666666666666667,0.25,False,False,False,True
404,Ham,0.41382978723404257,0.20361445783132529,0.35000000000000003,0.00046367851622874804,0,0,1,focusing,medium,medium,high,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,1,0.6666666666666667,0.6666666666666667,1.0,0.0,0.5,False,True,False,False
405,Hangop,0.06914893617021277,0.12048192771084337,0.01,0.005409582689335394,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
406,Hati Babi,0.1425531914893617,0.23734939759036144,0.048,0.0026275115919629057,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
407,Hati Sapi,0.1446808510638298,0.23734939759036144,0.032,0.00927357032457496,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
408,Havermout,0.4148936170212766,0.1710843373493976,0.07400000000000001,0.1054095826893354,1,0,0,energizing,medium,low,low,high,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.25,True,False,False,False
409,Hofa/Ubi hutan segar,0.1351063829787234,0.014457831325301205,0.005,0.04559505409582689,0,1,0,relaxing,low,very_low,very_low,low,high_carb,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.25,False,False,True,False
410,Ikan asar merah masakan,0.15531914893617021,0.21325301204819277,0.059000000000000004,0.00865533230293663,0,0,1,focusing,low,medium,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,0.75,False,True,False,False
411,Ikan Asin bilis goreng,0.4042553191489362,0.4048192771084338,0.275,0.0,0,0,1,focusing,medium,high,medium,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,1.0,0.6666666666666667,,0.75,False,True,False,False
412,Ikan Asin gabus goreng,0.48510638297872344,0.5602409638554218,0.244,0.0,0,0,1,focusing,high,high,medium,,high_protein,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.6666666666666667,,0.75,False,True,False,False
413,Ikan Asin japuh goreng,0.3702127659574468,0.22530120481927712,0.295,0.0,0,0,1,focusing,medium,medium,medium,,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,,0.5,False,True,False,False
414,Ikan Asin kering,0.2053191489361702,0.5060240963855422,0.015,0.0,0,0,1,focusing,low,high,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,1.0,0.0,,0.75,False,True,False,False
415,Ikan Asin pari goreng,0.4574468085106383,0.7012048192771085,0.23600000000000002,0.0,0,0,1,focusing,high,high,medium,,high_protein,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.6666666666666667,,0.75,False,True,False,False
416,Ikan Asin pepetek goreng,0.6936170212765957,0.48674698795180726,0.543,0.0,0,0,1,focusing,high,high,high,,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,,0.5,False,True,False,False
417,Ikan Asin sirinding goreng,0.3393617021276596,0.08313253012048194,0.317,0.0,0,0,0,uncategorized,medium,low,high,,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.3333333333333333,1.0,,0.5,False,False,False,True
418,Ikan Asin teri goreng,0.4574468085106383,0.40240963855421685,0.324,0.0,0,0,1,focusing,high,high,high,,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,,0.5,False,True,False,False
419,Ikan Bader (Tawes),0.21063829787234042,0.22891566265060243,0.13,0.0,0,0,1,focusing,low,medium,low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,,0.75,False,True,False,False
420,Ikan balong segar,0.11382978723404255,0.19879518072289157,0.039,0.00231839258114374,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
421,Ikan bambangan segar,0.11914893617021277,0.24096385542168675,0.013000000000000001,0.00571870170015456,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
422,Ikan Bandeng,0.1372340425531915,0.24096385542168675,0.048,0.0,0,0,1,focusing,low,medium,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,,0.75,False,True,False,False
423,Ikan bandeng presto masakan,0.3148936170212766,0.2060240963855422,0.203,0.017465224111282845,0,0,0,uncategorized,medium,medium,medium,very_low,high_fat,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.5,False,False,False,True
424,Ikan banjar segar,0.11808510638297873,0.23373493975903614,0.009000000000000001,0.007418856259659969,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
425,Ikan baronang segar,0.08297872340425531,0.1746987951807229,0.006,0.00571870170015456,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
426,Ikan baung bakar,0.15319148936170213,0.21445783132530122,0.057999999999999996,0.0080370942812983,0,0,1,focusing,low,medium,low,very_low,high_protein,0.32432432432432434,0.11409395973154363,0.0,0.07494646680942184,0.14583333333333331,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,0.75,False,True,False,False
427,Ikan baung segar,0.13085106382978723,0.1819277108433735,0.055,0.005100463678516228,0,0,1,focusing,low,medium,low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,0.75,False,True,False,False
428,Ikan Bawal,0.1021276595744681,0.22891566265060243,0.017,0.0,0,0,1,focusing,very_low,medium,very_low,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666667,0.0,,0.75,False,True,False,False
429,Ikan Bekasang,0.14680851063829786,0.16867469879518074,0.006999999999999999,0.01143740340030912,0,0,0,uncategorized,low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
430,Ikan Belida bakar,0.13617021276595745,0.21686746987951808,0.03,0.011128284389489953,0,0,1,focusing,low,medium,very_low,very_low,high_protein,0.32432432432432434,0.11409395973154363,0.0,0.07494646680942184,0.14583333333333331,0,0.3333333333333333,0.6666666666666667,0.0,0.0,0.75,False,True,False,False
431,Ikan Belida segar,0.0851063829787234,0.17710843373493976,0.013999999999999999,0.0034003091190108192,0,0,0,uncategorized,very_low,low,very_low,very_low,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.75,False,False,False,True
432,Ikan Belut Segar goreng,0.44361702127659575,0.3120481927710843,0.19399999999999998,0.04945904173106646,0,0,0,uncategorized,high,medium,medium,medium,high_fat,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5,False,False,False,True
433,Ikan Belut Segar mentah,0.08723404255319149,0.08072289156626507,0.01,0.016846986089644512,0,0,0,uncategorized,very_low,low,very_low,very_low,other,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,0.0,False,False,False,True
434,Ikan Beunteur,0.07021276595744681,0.16867469879518074,0.0,0.0,0,0,0,uncategorized,very_low,low,,,high_protein,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,,,0.75,False,False,False,True
